blues,classical,country,disco,hiphop,jazz,metal,pop,reggae,rock,label,label_name
0.2715082,0.007840086,0.46440852,0.023067756,0.0040546814,0.14426903,0.004633273,0.008784301,0.02861517,0.042818993,0,blues
0.71439266,0.0039964584,0.09816706,0.008205234,0.0026212551,0.048564833,0.0007635577,0.0032018644,0.07559135,0.04449564,0,blues
0.86548626,0.0020995925,0.012768503,0.0028370542,0.0023029996,0.0061943824,0.00021979053,0.0014344936,0.089140095,0.017516764,0,blues
0.9397499,0.00022470574,0.0067236223,0.0025528814,0.0015612091,0.0013669465,0.00020092573,0.0012571021,0.038308997,0.008053668,0,blues
0.8656326,0.0010881757,0.027785406,0.0061899284,0.000944615,0.0035007116,0.0002098639,0.0010394175,0.073729396,0.019879948,0,blues
0.33136672,0.00200696,0.1804048,0.0039188205,0.074257955,0.010400633,0.00054283533,0.007824694,0.3368101,0.052466456,0,blues
0.25580284,0.06554662,0.3557254,0.011794401,0.07005558,0.0772225,0.001566762,0.017055849,0.08303635,0.062193703,0,blues
0.7063807,0.00016771491,0.034495294,0.004215408,0.020832041,0.0024764154,0.00022558805,0.0058387755,0.19899763,0.026370429,0,blues
0.19057167,0.005428791,0.5152172,0.0034425466,0.037197404,0.021889778,0.00021918822,0.0049235513,0.14971368,0.07139623,0,blues
0.3477679,0.0074381744,0.47755963,0.005866453,0.0064601493,0.019717462,0.000314876,0.0042050984,0.06512819,0.06554198,0,blues
0.19584176,0.0018194427,0.45639697,0.028828742,0.004078842,0.0038321305,0.0012061928,0.007567367,0.12467936,0.17574918,0,blues
0.33307302,0.003257967,0.13972645,0.012370684,0.006140261,0.012902651,0.00037176773,0.0074326554,0.38053006,0.1041945,0,blues
0.65106684,0.00021556225,0.011517762,0.006878981,0.003123202,0.0027209595,0.0001871857,0.0005984216,0.27004918,0.053641938,0,blues
0.65295285,0.0005143317,0.039279226,0.0138175385,0.0038323172,0.01292143,0.00030551493,0.0008756739,0.16997702,0.105524056,0,blues
0.7292867,0.0022374664,0.09930882,0.014418446,0.003377367,0.027815465,0.0014191393,0.0030538489,0.04063908,0.078443706,0,blues
0.815755,0.0013266954,0.014382346,0.017954383,0.008432554,0.0014341057,0.0007484157,0.0031181758,0.096941575,0.03990675,0,blues
0.56642723,0.009220054,0.06874871,0.031726316,0.011820069,0.008460774,0.0012599322,0.0060053137,0.19349205,0.102839544,0,blues
0.25170317,0.0032666398,0.1200976,0.05461967,0.011887688,0.008437663,0.0011828458,0.004071485,0.44195193,0.102781355,0,blues
0.5708135,0.02284168,0.20779024,0.04245925,0.0069975783,0.014090434,0.0010028818,0.014519463,0.04594848,0.07353649,0,blues
0.23571026,0.0014916282,0.026947886,0.027488722,0.0056510447,0.004424702,0.0005762749,0.008487095,0.63383293,0.055389486,0,blues
0.14815156,0.047832288,0.5014734,0.007947763,0.0037026438,0.23936744,0.0017240269,0.00814761,0.003174538,0.038478754,0,blues
0.049794886,0.054025125,0.58438706,0.010090501,0.010391852,0.23074816,0.0037623784,0.021411505,0.0027005165,0.03268796,0,blues
0.14015676,0.038163524,0.50564057,0.014120479,0.039380252,0.024523212,0.0072812233,0.06904519,0.015505306,0.14618352,0,blues
0.11174308,0.0024803663,0.66105205,0.005156123,0.005082734,0.0049682725,0.001537635,0.014432122,0.0095281815,0.18401937,0,blues
0.05543615,0.0028112167,0.78357095,0.005119584,0.006070717,0.0074406257,0.0037150588,0.018243657,0.009898107,0.107693985,0,blues
0.20927648,0.0023808014,0.57365745,0.011523071,0.008238626,0.0040631234,0.0012584155,0.05023913,0.019397762,0.119965166,0,blues
0.7907273,0.0050765914,0.06701005,0.0070368024,0.013546448,0.0034707808,0.00027083428,0.052242294,0.023214025,0.037404817,0,blues
0.5424835,0.035992876,0.21533464,0.006414802,0.009654342,0.06166502,0.0022704392,0.044604585,0.01086353,0.070716254,0,blues
0.15806633,0.006018734,0.49465787,0.012969523,0.007718864,0.019530635,0.0025975762,0.020665383,0.13645072,0.14132439,0,blues
0.13292462,0.0028649808,0.73681986,0.009293038,0.003955649,0.011944844,0.0006370957,0.027839746,0.01866785,0.055052288,0,blues
0.7204897,0.002438186,0.009891067,0.011441893,0.012742643,0.1444086,0.00035874112,0.00049315754,0.09200021,0.0057358136,0,blues
0.4713127,0.0045032133,0.024845565,0.053497154,0.02888745,0.039737012,0.00088563276,0.0022306906,0.36492738,0.00917328,0,blues
0.51765484,0.0038353484,0.004494097,0.043149073,0.08933643,0.053354323,0.001271295,0.0017516504,0.27415186,0.011001079,0,blues
0.66920894,0.018528782,0.016678462,0.014778996,0.019376025,0.06355472,0.002390821,0.0007512445,0.15206483,0.042667136,0,blues
0.83116776,0.0989962,0.0033983449,0.002794464,0.00036494798,0.026506677,0.00014303949,8.564893e-05,0.033465337,0.0030776283,0,blues
0.09016936,0.00064503326,0.006611291,0.014636728,0.73751265,0.0069638817,0.0033192497,0.002418424,0.122154064,0.01556936,0,blues
0.06979098,0.00034975947,0.019322459,0.023240393,0.039970692,0.015071645,0.0008318048,0.001307389,0.79058355,0.039531272,0,blues
0.6079203,0.069682285,0.06460634,0.01072535,0.004510744,0.14921632,0.00023789215,0.0010349803,0.07472362,0.01734213,0,blues
0.6948285,0.045929935,0.024991361,0.010695,0.004284283,0.059171278,0.00031999926,0.0021296886,0.1277669,0.029883038,0,blues
0.60911113,0.15197495,0.04381769,0.028473351,0.0014439882,0.056467798,0.00011679333,0.0006700292,0.09269771,0.015226552,0,blues
0.3111369,0.00654663,0.078158215,0.07696683,0.0033799245,0.14468361,0.0341119,0.003921323,0.0015215637,0.33957303,0,blues
0.24446416,0.0036037362,0.040216606,0.23750782,0.0044142827,0.042630486,0.03762878,0.0043568215,0.0037096308,0.3814677,0,blues
0.30708382,0.0010238198,0.038479544,0.31608498,0.009277641,0.037210744,0.088309616,0.007456312,0.00348441,0.19158915,0,blues
0.638095,0.0004086796,0.0037108143,0.027464364,0.008315973,0.12675472,0.07017948,0.0025611299,0.0021837899,0.120325945,0,blues
0.53637934,0.0007572959,0.0041739573,0.012946017,0.007518983,0.058518652,0.069382675,0.0016199413,0.0036178455,0.30508524,0,blues
0.1419161,0.002198312,0.091047004,0.3558823,0.006149176,0.014465166,0.06326739,0.0031256503,0.0037288994,0.31822005,0,blues
0.28026,0.00082419993,0.01676699,0.6094522,0.004742111,0.009406907,0.02833,0.0010770281,0.0035826084,0.04555797,0,blues
0.6258207,0.00013236397,0.04710484,0.04243526,0.018197179,0.007950739,0.030351875,0.001723145,0.0073192017,0.21896476,0,blues
0.43511507,0.0001562956,0.0073626773,0.021025134,0.05093656,0.005547968,0.30358326,0.0034895935,0.0036992203,0.16908422,0,blues
0.659498,0.0001517154,0.008053634,0.050237317,0.021322755,0.002126847,0.14389892,0.0030841029,0.0045223436,0.107104376,0,blues
0.14490832,0.008284556,0.3118951,0.013027681,0.012440099,0.092277005,0.09919137,0.0065385243,0.0035305659,0.30790678,0,blues
0.11429982,0.0035905887,0.34760845,0.007297616,0.014328808,0.21546184,0.048874844,0.0052085132,0.0079687,0.23536079,0,blues
0.2801498,0.0055618957,0.24069639,0.005944135,0.008836301,0.1153267,0.053921957,0.0043644225,0.011824293,0.27337414,0,blues
0.057515293,0.017821385,0.2157372,0.008303781,0.0043985727,0.020835217,0.04584539,0.0032935576,0.0029880244,0.62326163,0,blues
0.15589899,0.03326261,0.42116153,0.01422906,0.0024598367,0.092242554,0.008503603,0.0023270063,0.022259597,0.24765524,0,blues
0.014245283,0.016350143,0.5218765,0.0033929076,0.007209132,0.03393838,0.06660319,0.018065613,0.0018248706,0.3164939,0,blues
0.26558024,0.047643844,0.10373287,0.026523778,0.0079019405,0.13765126,0.045228068,0.0067116073,0.018263843,0.34076253,0,blues
0.07899596,0.022518983,0.2082143,0.0049848175,0.006805075,0.08815067,0.064588875,0.021580838,0.016359786,0.48780063,0,blues
0.16983052,0.07150369,0.11201905,0.07005044,0.0614352,0.058057282,0.07196703,0.07256936,0.087217376,0.22534998,0,blues
0.16502863,0.074248895,0.37508115,0.015605861,0.008240492,0.16567066,0.018064735,0.0076211975,0.037220817,0.13321751,0,blues
0.00039803062,0.9944027,0.0005843403,0.0007429107,0.0010246029,0.0014638604,0.000101206766,0.0005942548,0.00011460664,0.0005734908,1,classical
0.0003082327,0.99511033,0.0008839669,0.0005583503,0.0004197767,0.0013514641,0.00012306067,0.00039770466,7.4528325e-05,0.0007726761,1,classical
2.8591563e-05,0.99960774,7.873992e-05,2.8542143e-05,2.2059678e-05,0.00012402516,3.100737e-06,2.007618e-05,3.7708787e-06,8.350768e-05,1,classical
3.784673e-05,0.9991743,0.00014777882,4.6619938e-05,2.777381e-05,0.00037780288,1.0337252e-05,2.5367086e-05,3.3938227e-06,0.00014872466,1,classical
1.0808918e-05,0.9998623,3.0315343e-05,1.07391e-05,1.169637e-05,3.6796486e-05,6.8267894e-07,1.0264849e-05,9.850847e-07,2.5386707e-05,1,classical
4.3816784e-05,0.9993375,0.00022183346,3.627654e-05,5.717617e-06,0.00015464998,8.272462e-06,2.1065425e-05,2.8237716e-06,0.00016805451,1,classical
7.95655e-05,0.9974727,0.000120378994,4.9728274e-05,1.1912475e-05,0.002007534,2.0596186e-05,2.3586252e-05,3.0107249e-06,0.0002109184,1,classical
9.857998e-05,0.9980844,0.00066383195,6.28433e-05,9.617372e-06,0.00056071614,2.8552238e-05,8.4508465e-05,7.860699e-06,0.00039902396,1,classical
0.0005985226,0.9962914,0.0010410906,0.00018081826,4.2826097e-05,0.0008566008,4.7385678e-05,0.00020764492,2.2875724e-05,0.0007109645,1,classical
3.9687635e-05,0.999408,7.9573205e-05,3.1386073e-05,2.8597915e-06,0.00032932925,4.199794e-06,1.8347937e-05,4.9414175e-06,8.169307e-05,1,classical
4.1834545e-07,0.99994755,2.3266697e-05,9.915292e-07,4.4172456e-08,1.6761458e-05,2.7121894e-07,2.4044405e-06,3.3621173e-08,8.198071e-06,1,classical
1.1536293e-05,0.99116313,0.0003937584,5.408904e-05,3.1553782e-06,0.0081270365,3.4711677e-06,0.00010826576,6.793877e-06,0.00012875073,1,classical
1.6773767e-05,0.9986331,0.00020691368,9.306428e-05,1.1090975e-06,0.00090709096,1.7314684e-06,3.164653e-05,1.8640441e-05,8.994518e-05,1,classical
3.4097773e-06,0.9996928,3.5591263e-05,1.758523e-05,1.139123e-07,0.000184329,7.8894703e-07,7.84401e-06,4.4433555e-06,5.3085125e-05,1,classical
1.0770816e-06,0.9997534,2.9910505e-05,1.2895203e-05,5.335733e-08,0.00014349363,4.9477734e-07,8.759756e-06,2.0383648e-06,4.7939924e-05,1,classical
0.0014532555,0.94833875,0.023179578,0.0010817097,0.00010221346,0.019712996,7.811124e-05,0.0013719008,0.0008814049,0.0038001528,1,classical
4.5754834e-05,0.9957188,0.0019618613,0.00016453772,3.1502414e-06,0.0013297683,6.071994e-06,0.00015136777,4.895295e-05,0.000569872,1,classical
0.00010369354,0.9925962,0.0024640125,0.00034833085,1.968239e-05,0.003866366,1.2920564e-05,0.00010463608,7.998082e-05,0.00040421516,1,classical
0.0003328703,0.9849871,0.0044989437,0.0012829261,4.009027e-05,0.004122772,3.5682915e-05,0.0013569933,0.00018739424,0.003155235,1,classical
0.00033819696,0.9790218,0.0082914,0.0007133308,5.0389757e-05,0.010338064,2.4563675e-05,0.000167054,0.00012447868,0.0009307143,1,classical
9.925616e-05,0.9991509,0.00013539773,0.00013534582,6.0386105e-06,0.00020266492,6.966019e-06,1.995719e-05,2.2500057e-05,0.00022108394,1,classical
7.564014e-05,0.9993636,6.556586e-05,6.931736e-05,1.0943476e-05,0.00034035175,5.308685e-06,2.2353513e-05,1.2149465e-05,3.476473e-05,1,classical
0.0018611291,0.9904241,0.00015119757,0.00019058397,7.149455e-05,0.007003788,2.7018055e-05,0.00010881767,7.2833354e-05,8.9066234e-05,1,classical
0.0041142716,0.9851087,0.00021777442,0.00015067741,8.990223e-05,0.009761256,2.5876265e-05,0.0002940587,0.00012589965,0.0001115723,1,classical
0.0014663335,0.95105594,0.00055843586,0.00013937656,0.00016392543,0.045438852,0.000106413696,0.00070470455,7.508096e-05,0.0002908508,1,classical
0.33798224,0.300944,0.0068969326,0.0028139155,0.0012804486,0.33135757,0.0013968536,0.0005893365,0.012427051,0.004311604,1,classical
0.020327153,0.59298265,0.0053414823,0.0012350836,0.00041513192,0.36875212,0.0022474178,0.0010323881,0.0012053539,0.006461274,1,classical
0.053504065,0.51317495,0.010937836,0.0025227733,0.0010101718,0.37280318,0.0043887272,0.011374472,0.004082028,0.026201751,1,classical
0.115433864,0.3467504,0.013729199,0.0034257525,0.002679512,0.47575343,0.004236433,0.009820918,0.009083412,0.019086972,1,classical
0.023332497,0.51041657,0.0066408,0.00084898574,0.0005896581,0.43095917,0.0036407567,0.0058853226,0.0013563932,0.016329855,1,classical
0.00012140274,0.9965911,0.00029761877,0.0001296394,2.2274803e-06,0.0022588188,2.6229718e-06,1.5090188e-05,0.0003637318,0.0002177633,1,classical
0.00014497244,0.9985947,0.00018693658,0.00021060239,1.2318455e-06,0.00074418,4.75378e-06,2.2806746e-05,2.7408814e-05,6.241243e-05,1,classical
0.00050245284,0.99760866,0.00011213976,0.00012678241,4.693431e-06,0.0014011364,2.1620937e-05,3.8425234e-05,4.903983e-05,0.0001350354,1,classical
0.0003498766,0.99552923,0.0002972736,8.979509e-05,5.9570016e-06,0.0034961062,1.1103975e-05,1.6304082e-05,1.871566e-05,0.00018562678,1,classical
0.00074752036,0.9976063,0.000188717,0.00020572214,3.2294615e-06,0.0010806757,1.2054268e-05,3.2330317e-05,3.9419665e-05,8.401135e-05,1,classical
0.018692996,0.9574514,0.0008650434,0.00038107813,2.1710528e-05,0.021903353,3.942179e-05,1.7246857e-05,0.00010587312,0.00052181375,1,classical
0.003157106,0.98529667,0.0010740246,0.00023527165,2.2221084e-05,0.009372144,1.679953e-05,2.7611632e-05,0.00012450517,0.0006735644,1,classical
0.0015844702,0.90328234,0.00081854995,0.0001212807,2.3856775e-05,0.0934439,3.0783816e-05,2.2629636e-05,6.235676e-05,0.0006097955,1,classical
0.00035120433,0.94159955,0.0009206004,8.604339e-05,2.2801967e-05,0.05660834,1.1446299e-05,2.4933182e-05,3.8283833e-05,0.00033674645,1,classical
0.014929027,0.95853573,0.0041455743,0.0018265079,7.9408805e-05,0.017102052,6.140978e-05,0.00014991954,0.0019485314,0.0012218305,1,classical
1.3059426e-05,0.9996176,6.788196e-05,1.0669706e-05,4.832675e-06,1.48460895e-05,2.435223e-06,6.108019e-06,1.0305828e-06,0.00026152105,1,classical
6.8230984e-05,0.99912447,0.00014372045,6.192083e-05,1.6984037e-05,4.3524557e-05,7.182048e-06,2.0393112e-05,5.2311634e-06,0.0005082532,1,classical
0.00016682876,0.9984876,0.00023394353,0.00013537858,1.8174464e-05,0.0004489422,2.5145664e-05,2.897844e-05,5.462199e-05,0.00040027447,1,classical
0.00012580457,0.99892443,1.8143235e-05,3.978592e-05,6.783098e-06,0.00073131634,8.270462e-06,1.091216e-05,3.5696838e-05,9.898085e-05,1,classical
3.3235934e-05,0.9994597,8.47187e-06,1.43030375e-05,3.0084911e-06,0.00042127905,4.138285e-06,4.311306e-06,8.049588e-06,4.348082e-05,1,classical
0.012399869,0.9150312,0.017432762,0.0065308507,0.006050998,0.008745464,0.0016518357,0.007905179,0.009544705,0.0147071155,1,classical
0.00027261407,0.996552,0.0007120959,0.00032710787,5.3472835e-05,0.00042021993,3.3702287e-05,0.00029540827,0.00030170477,0.0010315374,1,classical
0.001367479,0.9787861,0.0025906574,0.0009864387,0.0005520896,0.0037839764,0.00047940487,0.0013633928,0.00064882217,0.009441736,1,classical
0.0002093226,0.9962543,0.00037878242,0.00018050744,7.467721e-05,0.0011766221,2.5594565e-05,0.00011114824,0.00011835145,0.0014705425,1,classical
0.00018097428,0.99688965,0.00041335315,8.6142056e-05,6.9064175e-05,0.0015928231,2.1983902e-05,4.023947e-05,3.7899703e-05,0.00066793937,1,classical
0.0011195014,0.9873016,0.0005011067,0.0009195744,0.00013214476,0.009178568,6.0343897e-05,0.00015292995,0.00011944617,0.0005147308,1,classical
0.0056111575,0.9711623,0.0032980493,0.0023460712,0.0037792365,0.008270076,0.0008534776,0.0029938805,0.0004347925,0.0012509439,1,classical
0.005944175,0.969824,0.0010572881,0.0014449286,0.0020819814,0.014892197,0.001050978,0.0014699193,0.00016277282,0.002071791,1,classical
0.0033136103,0.9848846,0.0017466962,0.0014674135,0.0015139336,0.003962935,0.00049476506,0.0011688931,0.00023859188,0.0012085767,1,classical
0.0011456133,0.9889819,0.0005110563,0.00054308143,0.0002553795,0.007866611,7.696705e-05,0.00016043271,8.399785e-05,0.00037501217,1,classical
1.9712268e-06,0.9996259,3.2865737e-06,6.251741e-07,2.394399e-06,0.00034368088,8.4060525e-07,1.2376004e-06,3.469407e-08,1.9839601e-05,1,classical
0.0019633449,0.9809744,0.0005050769,0.00013733604,0.00012059701,0.015677182,8.026325e-05,5.3237432e-05,4.249233e-05,0.00044616748,1,classical
0.022502478,0.8531221,0.0009444744,0.00040897168,0.0003431429,0.12093923,0.00032452348,0.00014949274,0.00061922136,0.0006463992,1,classical
0.0042658,0.93267536,0.00025831387,0.00015320114,0.00023415677,0.061452135,0.00025465543,6.916903e-05,0.000111589994,0.0005257084,1,classical
0.015063587,0.8929537,0.00070499675,0.00023029017,0.0002987985,0.08938967,0.00033750662,0.00013688671,0.00034440105,0.00054016616,1,classical
0.002273435,0.94779366,0.004580563,0.004007673,3.4464836e-05,0.03742298,0.00012797953,0.00018498377,7.216721e-05,0.0035021142,1,classical
0.0019726846,0.97652096,0.0010022701,0.0006992507,0.00010143709,0.013819389,0.0005236214,7.5179756e-05,4.5454206e-05,0.005239729,1,classical
0.0004009037,0.9942274,0.00014305081,6.338411e-05,0.00010304428,0.002810264,0.00020665962,1.88382e-05,8.3178575e-06,0.002018049,1,classical
0.0012593417,0.979076,0.00073261984,0.00080081087,0.00055035244,0.013184328,0.0004196819,0.00072465517,0.00031551564,0.0029366831,1,classical
0.0005717374,0.9927731,0.00020569225,0.00032012284,5.125126e-05,0.0056254803,2.261716e-05,0.00013203063,9.158963e-05,0.00020636222,1,classical
0.00042528342,0.98887455,0.0006038976,0.00025148428,1.789322e-05,0.0042304085,0.00019560101,4.989478e-05,1.1328676e-05,0.005339576,1,classical
0.0001361126,0.9904501,0.000545781,0.0001884395,2.511281e-05,0.0024293049,0.00016385934,4.526453e-05,1.2196081e-05,0.0060038804,1,classical
0.0013262115,0.9734501,0.000952885,8.412625e-05,1.4159204e-05,0.023613214,1.4462074e-05,6.109835e-05,3.3720804e-05,0.00045008372,1,classical
0.0007788518,0.978049,0.0011118544,0.00087623304,3.3925025e-05,0.01683364,4.767825e-05,0.00028367635,0.00030461032,0.0016805402,1,classical
0.058838796,0.82897013,0.007378908,0.002057755,0.00058844534,0.097650215,0.0006305918,0.0004451179,0.0014849028,0.0019551804,1,classical
8.515041e-07,0.99997485,4.1811438e-07,1.2073211e-07,1.0042619e-08,2.3470606e-05,5.1017524e-09,5.0135963e-08,3.1968625e-08,2.467242e-07,1,classical
1.7635732e-06,0.99994695,1.7672874e-06,4.0916663e-07,1.1533885e-08,4.775803e-05,2.1014552e-08,7.1123864e-08,6.5895605e-08,1.0774236e-06,1,classical
6.8639083e-06,0.99994564,4.10644e-06,1.2064625e-06,5.0688712e-08,3.5551584e-05,6.643363e-08,3.5272154e-07,9.548746e-07,5.1442626e-06,1,classical
1.1618902e-05,0.99995196,1.8249289e-06,1.1396634e-06,2.7704926e-08,3.060423e-05,1.7715738e-08,1.4405107e-07,8.7563797e-07,1.8254736e-06,1,classical
1.4579691e-06,0.9999255,1.9866554e-06,1.0764331e-06,7.443907e-09,6.884437e-05,3.2177663e-08,6.201627e-08,1.13510524e-07,9.5142764e-07,1,classical
0.00201447,0.98735124,0.00052770553,0.00015319967,1.3199366e-05,0.009588435,8.0084e-06,1.0509189e-05,7.397275e-05,0.0002592937,1,classical
0.0001002526,0.9994436,2.6202431e-05,2.6764063e-05,2.1777264e-06,0.00034669472,6.33491e-07,2.566816e-06,2.363006e-05,2.7498487e-05,1,classical
1.5886828e-05,0.9998474,1.5259604e-05,1.3351756e-05,3.3028522e-07,7.9418e-05,3.0972197e-07,1.0149467e-06,2.9234996e-06,2.4169301e-05,1,classical
1.5598764e-05,0.99876153,0.00056548027,5.6648503e-05,2.86852e-06,0.00023276507,3.5171022e-06,7.267918e-05,3.6043969e-06,0.00028538753,1,classical
1.0039851e-05,0.9994137,0.00016127295,1.2350618e-05,3.74789e-07,0.00037239108,8.713108e-07,3.8463145e-06,7.564119e-07,2.4552957e-05,1,classical
0.00061113975,0.99205923,0.0003520353,0.00084044755,1.2951476e-05,0.0055040494,1.455399e-05,2.957027e-05,0.0001900387,0.00038588772,1,classical
0.0005846942,0.99382484,0.0003908783,0.00037046173,8.969159e-06,0.004310472,1.1581159e-05,1.8020733e-05,0.00023212316,0.0002480278,1,classical
0.0030409575,0.98951995,0.00016427004,0.0008990686,2.6504864e-05,0.0055430518,2.6761547e-05,5.0532595e-05,0.00020046771,0.00052836485,1,classical
0.000408711,0.9946385,4.9027643e-05,0.00024378905,8.35404e-06,0.004284448,7.525849e-06,2.5304893e-05,0.0001962393,0.00013797575,1,classical
0.00010796971,0.99835676,1.511283e-05,6.771925e-05,1.7826899e-06,0.00138355,3.8939793e-06,7.803895e-06,1.474535e-05,4.0660372e-05,1,classical
0.04804765,0.89852494,0.005100707,0.0036052547,0.00012592146,0.03976146,0.00010825283,0.00012615573,0.0022537485,0.0023459292,1,classical
0.15919258,0.59627014,0.013931182,0.027037838,0.0028607962,0.072517745,0.0062143877,0.003908399,0.08976678,0.028300162,1,classical
0.04634794,0.8950476,0.0048756218,0.014681893,0.0005275035,0.014871855,0.00075074745,0.0006116038,0.015940305,0.0063449494,1,classical
0.012130968,0.8880405,0.023634583,0.004760483,0.00030452505,0.058076594,0.0005211569,0.00087038387,0.0021514704,0.00950926,1,classical
0.0019798512,0.9927335,0.00077282905,0.00058442965,7.523089e-05,0.0024759541,5.461974e-05,2.6092619e-05,0.00015565769,0.001141717,1,classical
0.0019100059,0.97766477,0.0033218306,0.0015087425,0.0003708297,0.0036094096,0.0017218604,0.0003585738,0.0001579157,0.009376103,1,classical
