0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,label,pred,confidence,label_name,pred_name
0.0,0.0,0.0,1.4200318,1.7614303,0.088345595,2.1295469,0.0,0.0,0.99175644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.280158,0.0,0.0,1.4387379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.525148,0.0,0.0,0.0,0.5980111,0.0,0.0,0.0,0.0,1.5658286,0.13676827,0.33901337,0.0,0.73879874,0.252808,0.98701864,0.0,1.4780464,0.0,1.1911387,0.0,0.3613406,0.5204342,0.0,0.0,0.0,0.0,0.0,2.0981405,1.4590971,0.0,0.0,0.31361297,0.44475982,0.32361433,0.0,0.15352781,0.0,0.20667261,0.0,0.0,0.0,0.6796617,0.0878038,0.0,0.0,0.489094,0.0,0.8137168,0.0,0.48474902,0.0,0.0,0.0,0.0,0.810499,0.29340926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.334286,0.0,0.42688435,0.0,0.0,0.64542025,0.0,0.0,3.0767233,0.41665,0.89415884,1.0183089,2.0801058,0.0,2.5189562,0.0,0.98593074,0.0,0.0,1.1418866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.847533,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9420417,blues,blues
0.0,0.0,0.0,1.1924593,1.5227026,0.0,1.1418447,0.0,0.0,0.48365203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7285272,0.0,0.0,1.6143632,0.0,0.0,0.011836452,0.0,0.0,0.0,0.0,1.6694183,0.0,0.0,0.0,0.58355623,0.0,0.0,0.0,0.0,0.6161195,0.0,0.0,0.0,1.7725346,1.0925554,0.54251444,0.0,1.5575318,0.072050385,1.5640324,0.0,0.8317026,0.0,0.0,0.0,0.0,0.30973285,0.0,2.0128725,1.8072289,0.0,0.0,0.072213344,0.0,0.5832186,0.0,0.31482416,0.33349445,0.0,0.0,0.0,0.0,0.57406753,0.7549962,0.0,0.0,1.3046231,0.0,0.46365914,0.0,0.68429255,0.0,0.32777476,0.0,0.0,0.9344298,0.27857387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52560157,0.0,1.0637469,0.0,0.0,0.24372311,0.0,0.0,2.2980976,0.0,0.124221414,1.1824211,3.2466283,0.0,1.7269202,0.0,0.0226445,0.0,0.0,0.92246616,0.0,0.0,0.16959041,0.0,0.0,0.0,0.0,0.6331088,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.8869869,blues,blues
0.4468319,0.0,0.0,1.9578352,0.8758179,0.0,0.80036664,0.0,0.0,0.8146864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71633464,0.0,0.0,1.8230053,0.11658831,0.0,0.08874122,0.2572624,0.5445594,0.0,0.0,1.598094,0.0,0.0,0.0,0.4821503,0.0,0.0,0.0,0.0,0.42976353,0.0,0.0,0.0,2.5043514,1.487872,0.423315,0.0,2.0069673,0.0,1.7328871,0.0,1.5194396,0.0,0.0,0.0,0.0,0.5909914,0.0,2.076365,2.1783934,0.0,0.0,0.40901053,0.0,0.28061834,0.0,1.1363156,0.1876672,0.0,0.0,0.0,0.0,0.9836106,1.3164145,0.0,0.0,1.6779739,0.0,0.19353014,0.0,1.0159602,0.0,0.98394036,0.0,0.0,1.0893738,0.45700383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5578008,0.0,0.0,0.2532758,0.42094335,0.0,2.1883807,0.0,0.19067426,1.9766328,2.6145961,0.0,2.0299308,0.0,0.0,0.0,0.0,0.8468334,0.0,0.0,0.2670637,0.0,0.0,0.0,0.0,1.1326952,0.0,0.0,0.0,0.4735252,0.0,0.0,0,0,0.9166903,blues,blues
0.0,0.0,0.0,1.2450604,1.0452899,0.0,1.4205589,0.0,0.0,1.1436694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9815795,0.0,0.0,1.6202791,0.11216783,0.0,0.22359599,0.0,0.0,0.0,0.0,1.3388741,0.0,0.0,0.0,0.51648206,0.0,0.0,0.0,0.0,1.4395102,0.0,0.0,0.0,1.705813,0.7522052,1.1010532,0.0,2.272021,0.28362378,1.2908373,0.0,2.0276866,0.0,0.0,0.0,0.0,0.7963429,0.0,2.6065025,1.4087977,0.0,0.0,0.7815583,0.0,0.0,0.0,0.93520415,0.0,0.0,0.0,0.0,0.0,0.2587201,1.7553946,0.0,0.0,0.7555257,0.0,0.5719348,0.0,0.9046109,0.0,0.3345363,0.0,0.0,0.48572505,1.3485333,0.0,0.0,0.0,0.0,0.14353284,0.0,0.0,0.0,0.0,0.0,0.0,1.5693855,0.0,0.0,0.5840248,0.8909188,0.0,3.192096,0.0,0.96662676,2.0895116,1.4609692,0.28722614,2.4475307,0.0,0.16776587,0.0,0.0,0.43381596,0.0,0.07280857,0.0,0.0,0.0,0.0,0.0,1.3171525,0.0,0.0,0.0,0.15079845,0.083245836,0.0,0,0,0.97134554,blues,blues
0.0,0.0,0.0,1.0993042,1.818977,0.0,1.5950686,0.0,0.0,0.76059306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1635311,0.0,0.0,1.1511266,0.81023693,0.0,0.5961345,0.0,0.0,0.0,0.0,0.8219921,0.0,0.0,0.0,0.3757375,0.0,0.0,0.0,0.0,1.4626418,0.0,0.48264778,0.0,1.5609399,0.5860875,1.416877,0.0,2.3944974,0.5121445,1.4099542,0.0,1.6591744,0.0,0.0,0.0,0.0,1.0291067,0.0,2.8865342,0.9956696,0.0,0.0,0.43739456,0.0,0.0,0.0,0.46288723,0.23844202,0.18001606,0.0,0.0,0.0,0.48548165,1.5758796,0.0,0.0,1.0676388,0.0,0.6833001,0.0,1.1490701,0.0,0.0,0.0,0.0,0.66157556,1.7387745,0.0,0.0,0.0,0.13312382,0.0,0.0,0.0,0.0,0.0,0.6996671,0.0,1.1097739,0.0,0.0,0.80356675,0.8275745,0.0,3.3215845,0.19480239,1.5424869,1.7750922,1.1086622,0.44211096,2.464043,0.0,0.68294454,0.0,0.0,0.42611533,0.0,0.12304969,0.0,0.0,0.0,0.0,0.0,1.668684,0.0,0.0,0.0,0.0,0.05931831,0.0,0,0,0.9468744,blues,blues
0.0,0.0,0.0,0.27810174,2.8121004,0.5988111,0.8334952,0.0,0.0,0.6996756,0.0,0.25289625,0.0,0.0,0.0,0.0,0.0,0.85645825,0.0,0.4770785,0.0,0.3457389,0.0,0.14265142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69026476,0.0,0.68056947,0.0,0.0,1.7652698,0.40624875,0.47469628,0.0,0.05510103,0.0,1.4962591,0.0,1.8619301,1.5495107,0.1798788,0.0,2.3141742,1.0344608,0.0,0.0,0.24300893,1.4077971,0.0,2.0931041,0.0,0.0,0.0,0.0,1.1139376,0.0,0.0,0.0,0.09132571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0123056965,0.0,0.0,1.1687752,0.43343273,0.0,0.0,0.0,0.8740876,0.040292025,0.9993977,0.0,0.0,0.0,1.2387244,0.6912443,0.14125851,0.07374735,0.0,0.0,0.79767853,0.0,0.18029866,0.0,0.0,0.0,0.0,0.0,2.492475,1.7546777,1.886571,0.5542191,0.0,0.13220906,0.81158894,0.0,0.70712596,0.0,0.78694034,0.16816215,0.0,1.1237185,0.0,0.0,0.05801689,0.0,0.0,0.37370932,0.0,0.0,0.0,0.0,0.0,0.0,0,5,0.44576845,blues,jazz
0.0,0.0,0.0,0.38150594,2.8023427,0.63343143,0.9495778,0.0,0.0,0.5473166,0.0,0.12478254,0.0,0.0,0.0,0.0,0.0,1.2725338,0.0,0.7420334,0.004661789,0.101392806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.914613,0.0,0.37989703,0.0,0.0,2.0294986,0.5071287,0.35097122,0.0,0.0,0.0,1.5983218,0.0,1.7093557,0.88437074,0.27169845,0.0,1.9412719,1.3259963,0.0,0.0,0.019204516,0.9251961,0.0,2.064129,0.0,0.0,0.0,0.0,1.1946131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19321187,0.5743543,0.5883068,0.0,0.0,0.0,0.46139574,0.13536754,1.0513358,0.0,0.0,0.0,0.93895036,0.004474743,0.09966448,0.0,0.0,0.0,1.1259819,0.0,0.19927317,0.0,0.0,0.09396867,0.0,0.0,2.7328403,1.3538035,1.7819138,0.67962795,0.0,0.0,1.0168003,0.0,0.9968339,0.0,0.3838411,0.3591841,0.0,0.7595292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09182875,0.0,0.08727748,0.0,0,5,0.4163477,blues,jazz
0.0,0.0,0.0,0.0,3.0465162,0.7445589,0.9332879,0.0,0.0,0.33247158,0.0,0.70146567,0.0,0.0,0.0,0.0,0.0,1.1764365,0.0,0.4448525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8159168,0.0,0.6970451,0.0,0.0,1.8510075,0.7783167,0.31184644,0.0,0.0,0.0,1.6336516,0.0,1.2382358,1.0043561,0.0,0.0,1.9726517,1.4292253,0.0,0.0,0.33866104,0.8309503,0.0,1.8193804,0.0,0.0,0.0,0.0,1.4789871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5412795,1.3794855,0.7777557,0.0,0.0,0.0,1.068363,0.45691618,1.1612272,0.0,0.0,0.0,1.101024,0.0,0.6685003,0.0,0.45441553,0.0,1.3151433,0.0,0.31351754,0.0,0.0,0.2341735,0.0,0.0,2.5980144,1.9903247,1.7318089,0.9887336,0.0,0.090842985,0.332691,0.0,1.1807727,0.0,0.90619224,0.0,0.0,1.1865618,0.0,0.0,0.21262486,0.0,0.0,0.057510674,0.0,0.0,0.3458406,0.0,0.0,0.0,0,5,0.7901101,blues,jazz
0.0,0.0,0.0,0.0,2.8337197,0.7826594,1.2523563,0.0,0.0,0.1402073,0.0,0.3372691,0.0,0.0,0.0,0.0,0.0,1.2737687,0.0,0.3415804,0.0,0.0,0.0,0.18222788,0.0,0.0,0.0,0.0,0.08601488,0.0,0.0,0.0,0.6288989,0.0,0.39370257,0.0,0.0,1.4352472,0.79362327,0.36329558,0.0,0.0,0.0,1.2818455,0.0,0.92927635,1.1842735,0.0,0.0,1.1287336,1.4248366,0.0,0.0,0.27044687,0.6211174,0.0,1.889904,0.0,0.0,0.0,0.0,1.3181543,0.0,0.0,0.0,0.035581596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13895477,1.1904175,0.57306486,0.0,0.0,0.0,1.0866117,0.649692,0.5972338,0.0,0.0,0.0,1.14364,0.13844779,0.9212691,0.37904856,0.16349213,0.08896126,1.2525269,0.0,0.010013524,0.0,0.0,0.24862976,0.0,0.01151085,2.2065675,2.1805594,1.7822139,0.77287424,0.0,0.0,0.5175876,0.0,1.1937476,0.0,0.6677622,0.0,0.0,0.8043765,0.0,0.0,0.8109842,0.0,0.0,0.36147913,0.0,0.0,0.19478089,0.0,0.0,0.0,0,5,0.64053744,blues,jazz
0.0,0.0,0.0,0.08013426,3.1111784,0.73569524,1.3067101,0.0,0.0,0.42858317,0.0,0.15117726,0.0,0.0,0.0,0.0,0.0,1.29277,0.0,0.62346536,0.0,0.28306228,0.0,0.034621008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66595757,0.0,0.0,0.0,0.0,1.6911743,0.84352773,0.4140584,0.0,0.0,0.0,1.5640615,0.0,0.9823723,0.87100756,0.052229315,0.0,1.2695043,1.2673109,0.0,0.0,1.0013049,0.7608027,0.0,2.0040832,0.0,0.0,0.0,0.0,1.0770998,0.0,0.0,0.0,0.0032254397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0192611,0.39937598,0.0,0.0,0.0,0.2118803,0.6052074,1.2340367,0.0,0.0,0.0,1.1325594,0.47784722,0.74770737,0.08498724,0.0,0.0,1.0374581,0.0,0.0,0.0,0.0,0.27163514,0.112394765,0.29243198,2.5274973,2.175729,1.8196846,0.57657415,0.269274,0.22522108,0.7177263,0.0,1.2017224,0.0,0.5560159,0.0,0.0,0.37700322,0.0,0.0,0.4185666,0.0,0.0,0.23406917,0.0,0.0,0.13303527,0.0,0.0,0.0,0,5,0.4435419,blues,jazz
0.41440207,0.0,0.0,0.0,0.19959438,0.7971123,0.1365809,0.0,0.0,0.0,0.0,0.69548774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42925364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8525677,0.0,0.3211518,0.0,0.89656454,0.973198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25189042,0.96615416,0.0,0.0,0.3517088,0.19328213,0.0,0.0,0.0,0.9333084,0.0,0.0,0.0,0.0,0.0,1.0853959,0.20701967,0.18306766,0.0,0.0,0.0,0.0,0.0,0.0,0.26132357,0.0,0.06554916,0.0,0.0,0.0,0.0,1.5962614,0.17706776,0.57468396,0.0,0.0,0.42559165,0.0,1.7798539,0.89530396,0.0,0.0,0.0,1.7956333,0.0,0.44467196,0.0,0.42494196,0.0,0.32802248,0.0,1.8603574,0.0,0.0,0.5228206,0.08803022,0.34585398,1.477586,1.8615534,0.8277213,1.790705,0.0,0.0,0.0,0.0,0.42358094,0.73011494,0.5820266,0.0,0.0,1.504873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21195985,0.0,0.0,0.0,0,5,0.7206081,blues,jazz
